paperId,venue_key,title,year,url,embedding_alignment,outlier_side,low_threshold,high_threshold
77a7d06086f4db641a88eb2b998ba400e3356fa3,tpami,Group Sampling for Scale Invariant Face Detection,2020,https://www.semanticscholar.org/paper/77a7d06086f4db641a88eb2b998ba400e3356fa3,0.45230332,high,0.18802278041839598,0.44897501915693283
2417c2ab87e85eb8a8fdac0edfd70362e7594690,tpami,Gating Revisited: Deep Multi-Layer RNNs That can be Trained,2019,https://www.semanticscholar.org/paper/2417c2ab87e85eb8a8fdac0edfd70362e7594690,0.1297268,low,0.18802278041839598,0.44897501915693283
47e48c7c36d4e5ddc9d737e3ed894092da27b66f,tpami,SEEM: A Sequence Entropy Energy-Based Model for Pedestrian Trajectory All-Then-One Prediction,2022,https://www.semanticscholar.org/paper/47e48c7c36d4e5ddc9d737e3ed894092da27b66f,0.18295941,low,0.18802278041839598,0.44897501915693283
80aa557a6abd7d30d006ecaceaeeee0444b194bd,tpami,Revisit Weakly Supervised Hashing With Deep Multi-Modal Foundation Models,2025,https://www.semanticscholar.org/paper/80aa557a6abd7d30d006ecaceaeeee0444b194bd,0.4819104,high,0.18802278041839598,0.44897501915693283
db164c3b616ef7f938b1e54b83f50dcba3fa4ff5,tpami,Hierarchical Attention-Based Age Estimation and Bias Analysis,2021,https://www.semanticscholar.org/paper/db164c3b616ef7f938b1e54b83f50dcba3fa4ff5,0.18180099,low,0.18802278041839598,0.44897501915693283
2319de67da16076b0764f2f0d1b8db370a176132,tpami,Attention Weighted Local Descriptors,2023,https://www.semanticscholar.org/paper/2319de67da16076b0764f2f0d1b8db370a176132,0.4903759,high,0.18802278041839598,0.44897501915693283
6eec269c6fb1393788a440652b05810063bdea3c,tpami,"On the Correlation Among Edge, Pose and Parsing",2021,https://www.semanticscholar.org/paper/6eec269c6fb1393788a440652b05810063bdea3c,0.4751264,high,0.18802278041839598,0.44897501915693283
7cc7782b0d4b5c28451f47ecb335a20d5162beb6,tpami,Improving Machine Vision Using Human Perceptual Representations: The Case of Planar Reflection Symmetry for Object Classification,2020,https://www.semanticscholar.org/paper/7cc7782b0d4b5c28451f47ecb335a20d5162beb6,0.4499942,high,0.18802278041839598,0.44897501915693283
97f88ff1924a687365fd86850eca1af784f17788,tpami,Depth Sensing by Near-Infrared Light Absorption in Water,2020,https://www.semanticscholar.org/paper/97f88ff1924a687365fd86850eca1af784f17788,0.14587116,low,0.18802278041839598,0.44897501915693283
d080d31350c88a5410a3f475277b931afeaf6665,tpami,Fixed Points of Belief Propagation—An Analysis via Polynomial Homotopy Continuation,2016,https://www.semanticscholar.org/paper/d080d31350c88a5410a3f475277b931afeaf6665,0.12107608,low,0.18802278041839598,0.44897501915693283
2e044e4478ebac4ce58cef0a6ff8815b2c9fb02d,tpami,Revisiting Essential and Nonessential Settings of Evidential Deep Learning,2024,https://www.semanticscholar.org/paper/2e044e4478ebac4ce58cef0a6ff8815b2c9fb02d,0.17946067,low,0.18802278041839598,0.44897501915693283
ebc5dc2961d12cbbbd45264889dfc3ef9731fc6a,tpami,Human Action Recognition From Various Data Modalities: A Review,2020,https://www.semanticscholar.org/paper/ebc5dc2961d12cbbbd45264889dfc3ef9731fc6a,0.47105956,high,0.18802278041839598,0.44897501915693283
18fb5c662252d685652ec72d508531ae7bb739b5,tpami,Learning Optimal Wavefront Shaping for Multi-Channel Imaging,2021,https://www.semanticscholar.org/paper/18fb5c662252d685652ec72d508531ae7bb739b5,0.16776982,low,0.18802278041839598,0.44897501915693283
a7c79c71f83792595c07300a8a51487de12aa2f4,tpami,Deep Learning with Data Privacy via Residual Perturbation,2024,https://www.semanticscholar.org/paper/a7c79c71f83792595c07300a8a51487de12aa2f4,0.066502124,low,0.18802278041839598,0.44897501915693283
fe3187ef8ad0576caf8982f049e5906f92f67230,tpami,Property-Aware Relation Networks for Few-Shot Molecular Property Prediction,2021,https://www.semanticscholar.org/paper/fe3187ef8ad0576caf8982f049e5906f92f67230,0.17640862,low,0.18802278041839598,0.44897501915693283
4f5661d1c99f2689cdf39de4701aa60021794811,tpami,Flare7K++: Mixing Synthetic and Real Datasets for Nighttime Flare Removal and Beyond,2023,https://www.semanticscholar.org/paper/4f5661d1c99f2689cdf39de4701aa60021794811,0.111517474,low,0.18802278041839598,0.44897501915693283
66e6698a2ef35b5c9c880d5ca4356fa87dde62d9,tpami,BadLabel: A Robust Perspective on Evaluating and Enhancing Label-Noise Learning,2023,https://www.semanticscholar.org/paper/66e6698a2ef35b5c9c880d5ca4356fa87dde62d9,0.18499559,low,0.18802278041839598,0.44897501915693283
04cb96e55e787489a1c6c2df68cfd54a4cbac384,tpami,Poisoning Attack Against Estimating From Pairwise Comparisons,2021,https://www.semanticscholar.org/paper/04cb96e55e787489a1c6c2df68cfd54a4cbac384,0.08080727,low,0.18802278041839598,0.44897501915693283
5f9ca5ce7f7e5bb6e75cb6020acd98ab37971afd,tpami,Online Attention Accumulation for Weakly Supervised Semantic Segmentation,2021,https://www.semanticscholar.org/paper/5f9ca5ce7f7e5bb6e75cb6020acd98ab37971afd,0.46056396,high,0.18802278041839598,0.44897501915693283
08220286e251d496c6cd9c942a594dcaeb25c388,tpami,Small-Object Sensitive Segmentation Using Across Feature Map Attention,2022,https://www.semanticscholar.org/paper/08220286e251d496c6cd9c942a594dcaeb25c388,0.48200506,high,0.18802278041839598,0.44897501915693283
5430f958489c1f3d5d92317fb7f36f29b9c0414e,tpami,Towards Effective Causal Partitioning by Edge Cutting of Adjoint Graph,2024,https://www.semanticscholar.org/paper/5430f958489c1f3d5d92317fb7f36f29b9c0414e,0.12845142,low,0.18802278041839598,0.44897501915693283
24edc048d8da0c1d4165b5f44ce97672f96c5fd5,tpami,Semi-Infinitely Constrained Markov Decision Processes and Provably Efficient Reinforcement Learning,2024,https://www.semanticscholar.org/paper/24edc048d8da0c1d4165b5f44ce97672f96c5fd5,0.1879755,low,0.18802278041839598,0.44897501915693283
1470ddc1c0de320ecce727cf446ad99505e7a02e,tpami,Non-Rigid Shape From Water,2021,https://www.semanticscholar.org/paper/1470ddc1c0de320ecce727cf446ad99505e7a02e,0.15579736,low,0.18802278041839598,0.44897501915693283
af54b730d31d3941043abde92565b30ace9e702b,tpami,Rainbow UDA: Combining Domain Adaptive Models for Semantic Segmentation Tasks,2023,https://www.semanticscholar.org/paper/af54b730d31d3941043abde92565b30ace9e702b,0.13187903,low,0.18802278041839598,0.44897501915693283
b838395165ee6306b5a60e19e9a3422e21d55833,tpami,Imperceptible Transfer Attack and Defense on 3D Point Cloud Classification,2021,https://www.semanticscholar.org/paper/b838395165ee6306b5a60e19e9a3422e21d55833,0.1854783,low,0.18802278041839598,0.44897501915693283
6d82350cf2b928b7432ae990ce80f030dedcbccb,tpami,"PS<inline-formula><tex-math notation=""LaTeX"">$^{2}$</tex-math><alternatives><mml:math><mml:msup><mml:mrow/><mml:mn>2</mml:mn></mml:msup></mml:math><inline-graphic xlink:href=""ghanekar-ieq1-3202511.gif""/></alternatives></inline-formula> F: Polarized Spiral Point Spread Function for Single-Shot 3D Sen",2022,https://www.semanticscholar.org/paper/6d82350cf2b928b7432ae990ce80f030dedcbccb,0.17394081,low,0.18802278041839598,0.44897501915693283
ecd2ee3175f8ddad6385dfc6b2bf5e4647de2c5c,tpami,Fair Clustering Ensemble With Equal Cluster Capacity,2024,https://www.semanticscholar.org/paper/ecd2ee3175f8ddad6385dfc6b2bf5e4647de2c5c,0.16949782,low,0.18802278041839598,0.44897501915693283
155a42564425c4ad9217bc987db4aef4fc2f52f4,tpami,Multi-Language Online Handwriting Recognition,2017,https://www.semanticscholar.org/paper/155a42564425c4ad9217bc987db4aef4fc2f52f4,0.4575711,high,0.18802278041839598,0.44897501915693283
180a77abd5c5a4ae988145c625eca1037bad8c75,tpami,Submodular Relaxation for Inference in Markov Random Fields,2015,https://www.semanticscholar.org/paper/180a77abd5c5a4ae988145c625eca1037bad8c75,0.16027604,low,0.18802278041839598,0.44897501915693283
aef2f43fcc1d5cb11e7db66bab368de28160b8a8,tpami,"TransFace++: Rethinking the Face Recognition Paradigm With a Focus on Accuracy, Efficiency, and Security",2023,https://www.semanticscholar.org/paper/aef2f43fcc1d5cb11e7db66bab368de28160b8a8,0.46782023,high,0.18802278041839598,0.44897501915693283
125e45af77cbec076dcf379b55c682595ac2dd88,tpami,RED++ : Data-Free Pruning of Deep Neural Networks via Input Splitting and Output Merging,2021,https://www.semanticscholar.org/paper/125e45af77cbec076dcf379b55c682595ac2dd88,0.14781076,low,0.18802278041839598,0.44897501915693283
beb02d252a6018e088ed0faf69342b6a4a95d077,tpami,A Multi-Level Interpretable Sleep Stage Scoring System by Infusing Experts’ Knowledge Into a Deep Network Architecture,2022,https://www.semanticscholar.org/paper/beb02d252a6018e088ed0faf69342b6a4a95d077,0.48267,high,0.18802278041839598,0.44897501915693283
9ebd68585193e67976bc92c9489290796fe4d93b,tpami,Personalized Latent Structure Learning for Recommendation,2023,https://www.semanticscholar.org/paper/9ebd68585193e67976bc92c9489290796fe4d93b,0.13928154,low,0.18802278041839598,0.44897501915693283
758ec7a4e0448264e5797c63afacc36fabf8857b,tpami,Salient Object Detection via Integrity Learning,2021,https://www.semanticscholar.org/paper/758ec7a4e0448264e5797c63afacc36fabf8857b,0.4507283,high,0.18802278041839598,0.44897501915693283
4f816033e00b436c9e241cb2580873aff5786704,tpami,Max-Margin Majority Voting for Learning from Crowds,2019,https://www.semanticscholar.org/paper/4f816033e00b436c9e241cb2580873aff5786704,0.14441803,low,0.18802278041839598,0.44897501915693283
5a5988f5c885c56bb20ba0c7bc6b3692ffb6a8aa,tpami,Toward Understanding the Generalizability of Delayed Stochastic Gradient Descent,2023,https://www.semanticscholar.org/paper/5a5988f5c885c56bb20ba0c7bc6b3692ffb6a8aa,0.15674734,low,0.18802278041839598,0.44897501915693283
b78a9007186f8db25e1890757959b5b0513e220c,tpami,"A Survey on Open-Vocabulary Detection and Segmentation: Past, Present, and Future",2023,https://www.semanticscholar.org/paper/b78a9007186f8db25e1890757959b5b0513e220c,0.47289538,high,0.18802278041839598,0.44897501915693283
32524a5cafd84036ed3708bd6e7bbe3f39bd7302,tpami,Sparse Non-Local CRF With Applications,2024,https://www.semanticscholar.org/paper/32524a5cafd84036ed3708bd6e7bbe3f39bd7302,0.17710535,low,0.18802278041839598,0.44897501915693283
80d7dacececb366dabcbcab592420b6dc93da066,tpami,Signed Graph Metric Learning via Gershgorin Disc Perfect Alignment,2020,https://www.semanticscholar.org/paper/80d7dacececb366dabcbcab592420b6dc93da066,0.17245036,low,0.18802278041839598,0.44897501915693283
7c0923b6f7ecc866ef16198e43400a199fa74e62,tpami,Image Feature Information Extraction for Interest Point Detection: A Comprehensive Review,2022,https://www.semanticscholar.org/paper/7c0923b6f7ecc866ef16198e43400a199fa74e62,0.49360606,high,0.18802278041839598,0.44897501915693283
0c01ce5fdd671fbc0ebf04fe64b4ee4f9f4befe3,tpami,Tensor Coupled Learning of Incomplete Longitudinal Features and Labels for Clinical Score Regression,2024,https://www.semanticscholar.org/paper/0c01ce5fdd671fbc0ebf04fe64b4ee4f9f4befe3,0.17824663,low,0.18802278041839598,0.44897501915693283
8abf85f26dfd202e3a54ebb23ebf7b4aace6fbc2,tpami,CCNet: Criss-Cross Attention for Semantic Segmentation,2018,https://www.semanticscholar.org/paper/8abf85f26dfd202e3a54ebb23ebf7b4aace6fbc2,0.47666177,high,0.18802278041839598,0.44897501915693283
4e2e782126fb4015c25897ad631e7ba2b893f54f,tpami,Unifying Fourteen Post-Hoc Attribution Methods With Taylor Interactions,2024,https://www.semanticscholar.org/paper/4e2e782126fb4015c25897ad631e7ba2b893f54f,0.14383791,low,0.18802278041839598,0.44897501915693283
ed447e4f6399e8605c977a17dd7e1a477f11b4fe,tpami,Anthropomorphic Features for On-Line Signatures,2019,https://www.semanticscholar.org/paper/ed447e4f6399e8605c977a17dd7e1a477f11b4fe,0.47313994,high,0.18802278041839598,0.44897501915693283
2a35ba870fd7c61da52ae7b87e339bacb1b5dd86,tpami,Batch Reinforcement Learning With a Nonparametric Off-Policy Policy Gradient,2020,https://www.semanticscholar.org/paper/2a35ba870fd7c61da52ae7b87e339bacb1b5dd86,0.17004044,low,0.18802278041839598,0.44897501915693283
288802c80ba8592a70eec7e125c5879a71639651,tpami,FedID: Enhancing Federated Learning Security Through Dynamic Identification,2025,https://www.semanticscholar.org/paper/288802c80ba8592a70eec7e125c5879a71639651,0.13770336,low,0.18802278041839598,0.44897501915693283
79609991d734596527ff5e8c3930bc9cd3972684,tpami,Vision-Centric BEV Perception: A Survey,2022,https://www.semanticscholar.org/paper/79609991d734596527ff5e8c3930bc9cd3972684,0.47727755,high,0.18802278041839598,0.44897501915693283
